Nombre Municipio,Departamento,Tipo de Nombre,Significado
Vegachí,Antioquia,Origen Indigena,Nombre con sonoridad indígena posiblemente accidental
Viotá,Cundinamarca,Origen Indigena,Nombre muisca
Yalí,Antioquia,Origen Indigena,Nombre indígena
Yarumal,Antioquia,Origen Indigena,Nombre indígena de origen desconocido
Yondó,Antioquia,Origen Indigena,Nombre indígena embera
Zapayán,Magdalena,Origen Indigena,"Nombre indígena caribe, con sus orígenes en caciques locales"
Zapatoca,Santander,Origen Indigena,"Nombre guane, podría significar 'sepultura del padre en lo alto del río'"
Zipacón,Cundinamarca,Origen Indigena,"Nombre muisca, 'lugar del zipa'"
Zipaquirá,Cundinamarca,Origen Indigena,"Nombre muisca, 'ciudad del zipa', reconocida por sus minas de sal"
Yondó,Antioquia,Origen Indigena,"Nombre indígena embera, con influencia de la región de Urabá"
Apartadó,Antioquia,Origen Indigena,"Nombre indígena embera, significa 'puerto de bananos', capital informal de Urabá"
Murindó,Antioquia,Origen Indigena,"Nombre indígena en la ribera derecha del río Atrato, región antioqueña"
Tarazá,Antioquia,Origen Indigena,"Nombre del río Tarazá, de origen indígena chocoano"
Nechí,Antioquia,Origen Indigena,Término indígena relacionado con la palabra oro
Dabeiba,Antioquia,Origen Indigena,"Nombre derivado de una mujer mitológica Dabaibe, asociada a templos indígenas"
Peque,Antioquia,Origen Indigena,"Nombre indígena nutabe, pueblo ubicado sobre cerros junto al río Cauca"
Ebéjico,Antioquia,Origen Indigena,Nombre indígena que hace referencia a grupo nutabe y a un cacique
Cocorná,Antioquia,Origen Indigena,Nombre indígena derivado posiblemente de un cacique embera
Guarne,Antioquia,Origen Indigena,"Nombre indígena del oriente antioqueño, significado incierto"
Guatapé,Antioquia,Origen Indigena,"Nombre tahamí, indígena, hace referencia a la piedra sagrada"
Itagüí,Antioquia,Origen Indigena,"Nombre indígena, antiguo asentamiento embera en el Valle de Aburrá"
Titiribí,Antioquia,Origen Indigena,Nombre indígena embera
Yalí,Antioquia,Origen Indigena,Nombre indígena ubicado en una cresta montañosa
Vegachí,Antioquia,Origen Indigena,Nombre con posible sonoridad indígena accidental
Yarumal,Antioquia,Origen Indigena,Nombre indígena de origen desconocido
Urrao,Antioquia,Origen Indigena,"Nombre indígena nutabe, ubicado en el suroeste antioqueño"
Carepa,Antioquia,Origen Indigena,Nombre indígena que significa 'papagayo' en lengua embera
La Ceja,Antioquia,Origen Indigena,"Nombre de origen español, región con algún antecedente indígena"
Baranoa,Atlántico,Origen Indigena,"Nombre incierto, posiblemente de cacique local o planta; ya nombrado en el siglo XVI"
Galapa,Atlántico,Origen Indigena,"Nombre indígena, pueblo ancestral con restos arqueológicos milenarios"
Malambo,Atlántico,Origen Indigena,"Nombre indígena, 'río de aguas blancas' en lengua mokaná"
Luruaco,Atlántico,Origen Indigena,Nombre indígena mokaná que significa 'lugar de canoas'
Piojó,Atlántico,Origen Indigena,Nombre derivado de cacique indígena local
Repelón,Atlántico,Origen Indigena,Nombre indígena de la región
Sabanagrande,Atlántico,Origen Indigena,Nombre indígena de origen incierto
Sabanalarga,Atlántico,Origen Indigena,Nombre indígena de la región
Tubará,Atlántico,Origen Indigena,Nombre indígena posiblemente relacionado con palabra taína que significa ‘tiburón’ o 'mirando al mar'
Usiacurí,Atlántico,Origen Indigena,Nombre indígena de origen local
Cereté,Córdoba,Origen Indigena,"Nombre indígena, lugar principal de cultura zenú"
Chimá,Córdoba,Origen Indigena,Nombre de cacique local indígena
Lorica,Córdoba,Origen Indigena,Nombre derivado de cacique indígena Orica
Momil,Córdoba,Origen Indigena,"Nombre indígena, región con patrimonio ancestral"
San Antero,Córdoba,Origen Indigena,Nombre indígena desvirtuado
Tuchín,Córdoba,Origen Indigena,Nombre indígena asociado con sombrero típico vueltiao
Ayapel,Córdoba,Origen Indigena,Nombre derivado de cacique Panzenú llamado Yapé o Yapel
San Basilio de Palenque,Bolívar,Origen Indigena,"Consolidado como primer pueblo libre de América, con herencia africana e indígena"
Turbaco,Bolívar,Origen Indigena,Nombre indígena derivado de cacique Yurbaco
Turbaná,Bolívar,Origen Indigena,Nombre indígena derivado de cacique Yurbaná
Mahates,Bolívar,Origen Indigena,"Nombre de grupo indígena malibú, emparentado con cultura caribe"
Magangué,Bolívar,Origen Indigena,Nombre indígena vinculado al río Magdalena
Mompox,Bolívar,Origen Indigena,Nombre derivado del cacique Mompoj o Mompós
Cicuco,Bolívar,Origen Indigena,Nombre derivado de cacique malibú
Tiquisio,Bolívar,Origen Indigena,Nombre indígena de origen perdido
Norosí,Bolívar,Origen Indigena,Nombre indígena con origen incierto
Simití,Bolívar,Origen Indigena,Nombre indígena tradicional con templos que datan del siglo XVIII
Valledupar,Cesar,Origen Indigena,Nombre derivado del cacique Upar
Chimichagua,Cesar,Origen Indigena,Nombre indígena chimila
Chiriguaná,Cesar,Origen Indigena,Nombre indígena chimila
Curumaní,Cesar,Origen Indigena,Nombre indígena chimila
Tamalameque,Cesar,Origen Indigena,Nombre indígena de cacique líder que resistió conquista española
Manaure,Cesar,Origen Indigena,Nombre de cacique indígena noble
Yopal,Casanare,Origen Indigena,Nombre indígena del llano colombiano
Paz de Ariporo,Casanare,Origen Indigena,Nombre indígena con influencia católica y sufijo comunicado -are
Chámeza,Casanare,Origen Indigena,"Nombre indígena, con farallones homónimos y raíces muiscas"
Nunchía,Casanare,Origen Indigena,Nombre sáliba que significa 'río verde'
Arauca,Arauca,Origen Indigena,Nombre indígena vinculado al bramido del río al llegar a la llanura
Tame,Arauca,Origen Indigena,Nombre de cacique indígena local
Cubará,Boyacá,Origen Indigena,Nombre indígena uwa o tunebo
Coper,Boyacá,Origen Indigena,Nombre indígena muzo-caribe
Chíquiza,Boyacá,Origen Indigena,Nombre muisca
Chiscas,Boyacá,Origen Indigena,"Nombre muisca, con templo doctrinero en piedra viva"
Chita,Boyacá,Origen Indigena,Nombre muisca
Chitaraque,Boyacá,Origen Indigena,Nombre muisca
Cómbita,Boyacá,Origen Indigena,Nombre muisca
Firavitoba,Boyacá,Origen Indigena,"Nombre muisca, con importante iglesia"
Floresta,Boyacá,Origen Indigena,Nombre muisca
Gámeza,Boyacá,Origen Indigena,Nombre de cacique muisca local
Guateque,Boyacá,Origen Indigena,Nombre muisca
Guayatá,Boyacá,Origen Indigena,Nombre muisca
Iza,Boyacá,Origen Indigena,Nombre muisca conocido por aguas termales
Monguí,Boyacá,Origen Indigena,"Nombre muisca, con basílica menor famosa"
Motavita,Boyacá,Origen Indigena,"Nombre muisca, referido a cresta o cumbre"
Nobsa,Boyacá,Origen Indigena,"Nombre muisca, famosa por sus tejidos"
Otanche,Boyacá,Origen Indigena,Nombre indígena muzo-caribe
Paipa,Boyacá,Origen Indigena,Nombre muisca
Pauna,Boyacá,Origen Indigena,Nombre muzo-caribe
Pesca,Boyacá,Origen Indigena,Nombre muisca
Paz de Río,Boyacá,Origen Indigena,Nombre muisca
Quípama,Boyacá,Origen Indigena,"Nombre muzo, zona importante de esmeraldas"
Ráquira,Boyacá,Origen Indigena,"Nombre muisca, 'ciudad de las ollas'"
Sogamoso,Boyacá,Origen Indigena,"Nombre muisca, 'morada del sol'"
Socha,Boyacá,Origen Indigena,Nombre muisca
Soatá,Boyacá,Origen Indigena,"Nombre muisca, asociado con el sol"
Sotaquirá,Boyacá,Origen Indigena,Nombre muisca
Susacón,Boyacá,Origen Indigena,Nombre muisca
Sutamarchán,Boyacá,Origen Indigena,Nombre muisca
Sutatenza,Boyacá,Origen Indigena,Nombre muisca
Tibasosa,Boyacá,Origen Indigena,Nombre muisca
Tinjacá,Boyacá,Origen Indigena,Nombre muisca
Tópaga,Boyacá,Origen Indigena,Nombre muisca
Tota,Boyacá,Origen Indigena,"Nombre muisca, significa laguna"
Tunja,Boyacá,Origen Indigena,"Nombre muisca, 'cercado del cacique'"
Tununguá,Boyacá,Origen Indigena,Nombre muzo
Ubaté,Cundinamarca,Origen Indigena,Nombre muisca
Zipacón,Cundinamarca,Origen Indigena,"Nombre muisca, 'lugar del zipa'"
Zipaquirá,Cundinamarca,Origen Indigena,"Nombre muisca, 'ciudad del zipa', importante por sus minas de sal"
Funza,Cundinamarca,Origen Indigena,"Nombre muisca, asiento del zipa, origen de Bogotá"
Chía,Cundinamarca,Origen Indigena,"Nombre muisca, significa 'luna'"
Cajicá,Cundinamarca,Origen Indigena,"Nombre muisca, cercado fortificado con maderos"
Fómeque,Cundinamarca,Origen Indigena,"Nombre muisca, significa 'beso del colibrí'"
Sesquilé,Cundinamarca,Origen Indigena,"Nombre muisca, vecino término a la laguna de Guatavita"
Subachoque,Cundinamarca,Origen Indigena,Nombre muisca
Cogua,Cundinamarca,Origen Indigena,Nombre muisca
Gachetá,Cundinamarca,Origen Indigena,Nombre muisca
Guachetá,Cundinamarca,Origen Indigena,Nombre muisca
Machetá,Cundinamarca,Origen Indigena,Nombre muisca
Manta,Cundinamarca,Origen Indigena,Nombre muisca
Supatá,Cundinamarca,Origen Indigena,Nombre muisca
Tibirita,Cundinamarca,Origen Indigena,Nombre muisca
Tabio,Cundinamarca,Origen Indigena,Nombre muisca
Tenjo,Cundinamarca,Origen Indigena,Nombre muisca
Une,Cundinamarca,Origen Indigena,Nombre muisca
Sibaté,Cundinamarca,Origen Indigena,"Nombre muisca, sur de Bogotá"
Guatavita,Cundinamarca,Origen Indigena,"Nombre muisca, laguna sagrada y origen de la leyenda de El Dorado"
Abejorral,Antioquia,Origen Natural,Nombrado por los abejorros que atacaron a los primeros colonos
La Hormiga,Putumayo,Origen Natural,Llamado así por la abundancia de hormigas y sus picaduras
Carmen de Viboral,Antioquia,Origen Religioso,"Devoción mariana y presencia del ""viboral"" (serpiente venenosa)"
La Dorada,Caldas,Origen Natural,Por el pez dorada del río Magdalena
El Bagre,Antioquia,Origen Natural,Por el pez bagre abundante en la región
Sardinata,Norte de Santander,Origen Natural,"Por la abundancia de ""sardinas"" y nata sobre el agua en el río local"
Guacamayas,Boyacá,Origen Natural,Por el ave guacamaya (origen guaraní)
El Guacamayo,Santander,Origen Natural,Por el ave guacamayo (psitácido)
Cotorra,Córdoba,Origen Natural,Por la abundancia de cotorras en la región
Pajarito,Boyacá,Origen Natural,Derivado probablemente de “pájaro”; otras versiones indican posible origen indígena
El Aguila,Valle del Cauca,Origen Natural,Por la presencia de águilas en la zona
El Paujil,Caquetá,Origen Natural,Por el ave amazónica paujil
Garzón,Huila,Origen Natural,Por la presencia del ave garzón
Ovejas,Sucre,Origen Natural,Por abundancia de ovejas y nombre previo de hacienda
Manatí,Atlántico,Origen Natural,Por el manatí cazado en la región (palabra de origen taíno)
Venadillo,Tolima,Origen Natural,Abundancia de venados en la zona
Cabrera,Santander,Origen Natural,Algunos dicen por abundancia de cabras
Santa Rosa de Osos,Antioquia,Origen Natural,Por gran cantidad de osos antes de la fundación
Frontino,Antioquia,Origen Natural,Por la mancha blanca en una peña (asociada a caballos frontinos)
Ponedera,Atlántico,Origen Natural,"Por las iguanas y tortugas que ""ponían"" huevos allí"
Cumaral,Meta,Origen Natural,Por la palma cumare/nombre indígena
Cubarral,Meta,Origen Natural,Por la palma cubarro usada por indígenas
Cumaribo,Vichada,Origen Natural,Por la palma “cumare”
Corozal,Sucre,Origen Natural,Por la palma de corozo (de origen taíno)
Los Palmitos,Sucre,Origen Natural,Por el palmar de Sabal mauritiiformis
Palmar de Varela,Atlántico,Origen Natural,Por palmas en la zona y el apellido del fundador (Catalino Varela)
Macanal,Boyacá,Origen Natural,Por la palmera macana usada por indígenas
Palmar,Santander,Origen Natural,Por abundancia de palmas
Palmas del Socorro,Santander,Origen Natural,Por palmas de la región
Salazar de las Palmas,Norte de Santander,Origen Natural,Por la abundancia de palmas; “de las Palmas” añadido al apellido Salazar
San José del Palmar,Chocó,Origen Religioso,Por las palmas y patrono San José
Guaduas,Cundinamarca,Origen Natural,Por la abundancia de guadua (bambú)
Cañasgordas,Antioquia,Origen Natural,Por la abundancia de cañas gordas (guaduales)
López de Micay,Cauca,Origen Natural,Por el río Micay (planta homónima) y el presidente José Hilario López
Majagual,Sucre,Origen Natural,Por el árbol majagua (origen taíno)
Guamo,Tolima,Origen Natural,Por el árbol guamo (Inga spuria)
El Guamo,Bolívar,Origen Natural,Por el árbol guamo
Guamal,Magdalena,Origen Natural,Por el árbol guamo
Guamal,Meta,Origen Natural,Por el árbol guamo
Algarrobo,Magdalena,Origen Natural,Por el árbol algarrobo
Caracolí,Antioquia,Origen Natural,Por el árbol caracolí (Anacardium excelsum)
Caracolicito,Cesar,Origen Natural,Por el árbol caracolí
La Jagua de Ibirico,Cesar,Origen Natural,Por el árbol jagua (Genipa americana) de origen taíno
La Jagua del Pilar,La Guajira,Origen Natural,Por el árbol jagua (Genipa americana)
La Jagua,Huila,Origen Natural,Por el árbol jagua (Genipa americana)
Yopal,Casanare,Origen Natural,Por el árbol yopo (Anadenanthera peregrina)
El Piñón,Magdalena,Origen Natural,Por el árbol piñón de oreja (Enterolobium cyclocarpum)
Caimito,Sucre,Origen Natural,Por el árbol caimito (Chrysophyllum cainito
Guayabal de Siquima,Cundinamarca,Origen Natural,"Por el árbol guayaba y topónimo indígena ""Siquima"""
Guayabetal,Cundinamarca,Origen Natural,Por el árbol y bosques de guayaba
Chaparral,Tolima,Origen Natural,Por el arbusto chaparro (Curatella americana)
Chibolo,Magdalena,Origen Natural,Por el árbol chibolo (carreto) o etnia indígena homónima
Pivijay,Magdalena,Origen Natural,Por el árbol pivijay
Arboledas,Norte de Santander,Origen Natural,Por la abundancia de arboledas (bosques)
Acacías,Meta,Origen Natural,Por las flores de acacia de la zona
Hobo,Huila,Origen Natural,Por el árbol hobo (Spondias mombin)
Vijes,Valle del Cauca,Origen Natural,Por el cultivo de achiote (“vija”) en lengua indígena
El Espinal,Tolima,Origen Natural,Por el arbusto espinal
El Espino,Boyacá,Origen Natural,Por el arbusto espino
Zarzal,Valle del Cauca,Origen Natural,Por el arbusto zarzal (lugar de zarzas)
El Pital,Huila,Origen Natural,Por las plantas de fique (pita)
Pitalito,Huila,Origen Natural,Derivado de El Pital; también por migrantes desde allá
Cabuyaro,Meta,Origen Natural,Por la planta de fique (“cabuyas”)
El Rosal,Cundinamarca,Origen Natural,Por las rosas cultivadas en la región
Floresta,Boyacá,Origen Natural,Por la flora abundante
Heliconia,Antioquia,Origen Natural,Por la planta heliconia
Jardín,Antioquia,Origen Natural,Por el carácter florido del territorio
Pradera,Valle del Cauca,Origen Natural,Por las praderas de la zona
Florida,Valle del Cauca,Origen Natural,Por las flores y vegetación
La Florida,Nariño,Origen Natural,Por vegetación florida (reemplazó nombre indígena)
Floridablanca,Santander,Origen Natural,Homenaje al conde de Floridablanca; no refiere flor directamente
Ciénaga,Magdalena,Origen Natural,Referencia a lago o pantano cercano al río Magdalena
Ciénaga de Oro,Córdoba,Origen Natural,Laguna o ciénaga rica en oro según tradición local
El Charco,Nariño,Origen Natural,"Referencia a pequeños depósitos de agua ""charcos"" abundantes en la región"
Ciénega,Boyacá,Origen Indigena,"Del chibcha ""Sie"" deidad de las aguas"
Angostura,Antioquia,Origen Natural,Por paso estrecho de quebrada y por el Congreso de Angostura en Venezuela
Turmequé,Boyacá,Origen Indigena,Por el cacique indígena Turmequé
Calarcá,Quindío,Origen Indigena,Por el cacique Calarcá de Quindío
Manaure,La Guajira,Origen Indigena,Por el cacique indígena Manaure
Tamalameque,Cesar,Origen Indigena,Por el cacique Tamalameque
Tocaima,Cundinamarca,Origen Indigena,Por el cacique indígena Tocaima
Dabeiba,Antioquia,Origen Indigena,Por la cacica Dabeiba indígena de la región
El Zulia,Norte de Santander,Origen Indigena,Por la cacica Zulia
Inírida,Guainía,Origen Indigena,Por la cacica Inírida leyenda local
Mapiripán,Meta,Origen Indigena,Por la cacica Mapiripán
Colón,Putumayo,Origen por nombre de una persona,En honor a Cristóbal Colón
Colón,Nariño,Origen por nombre de una persona,En honor a Cristóbal Colón
Nuevo Colón,Boyacá,Origen por nombre de una persona,En honor a Cristóbal Colón (antes Chiriví)
Génova,Nariño,Origen Europeo,En homenaje a Génova Italia ciudad natal de Colón
Balboa,Risaralda,Origen por nombre de una persona,En honor a Vasco Núñez de Balboa descubridor del Pacífico
Balboa,Cauca,Origen por nombre de una persona,En honor a Vasco Núñez de Balboa descubridor del Pacífico
Pizarro,Chocó,Origen por nombre de una persona,En honor a Francisco Pizarro conquistador del Perú
Belalcázar,Caldas,Origen por nombre de una persona,En honor a Sebastián de Belalcázar conquistador español
Belalcázar,Cauca,Origen por nombre de una persona,En honor a Sebastián de Belalcázar conquistador español
Aldana,Nariño,Origen por nombre de una persona,En honor a Lorenzo de Aldana fundador de Pasto
Andagoya,Chocó,Origen por nombre de una persona,En honor a Pascual de Andagoya conquistador español
Alvarado,Tolima,Origen por nombre de una persona,En honor a Pedro de Alvarado capitán de conquista
Saldaña,Tolima,Origen por nombre de una persona,Por soldado Saldaña que murió ahogado en el río local
Linares,Nariño,Origen por nombre de una persona,En honor a militar Lorenzo de Aldana
Valdivia,Antioquia,Origen por nombre de una persona,En honor a Andrés de Valdivia conquistador
Lebrija,Santander,Origen por nombre de una persona,Por Antonio de Lebrija nieto del humanista español
Ortega,Tolima,Origen por nombre de una persona,En honor al capitán Juan de Ortega y Carrillo
Barbosa,Antioquia,Origen por nombre de una persona,Por Diego Fernández Barbosa hacendado colonial
Barbosa,Santander,Origen por nombre de una persona,Por Heliodoro Barbosa encomendero colonial
Girón,Santander,Origen por nombre de una persona,Por Sancho Girón de Narváez presidente colonial
Beltrán,Cundinamarca,Origen por nombre de una persona,Por Francisco Félix Beltrán encomendero
Arjona,Bolívar,Origen por nombre de una persona,Por Bartolomé de Arjona encomendero
Galán,Santander,Origen por nombre de una persona,En honor a José Antonio Galán líder comunero
Berbeo,Boyacá,Origen por nombre de una persona,En honor a Juan Francisco Berbeo comandante comunero
Lengupá,Boyacá,Origen Indigena,Por el río Lengupá nombre indígena (antiguo nombre del pueblo Berbeo)
Rondón,Boyacá,Origen por nombre de una persona,En honor a Juan José Rondón prócer de independencia
Puerto Rondón,Arauca,Origen por nombre de una persona,En honor a Juan José Rondón prócer de independencia
Miranda,Cauca,Origen por nombre de una persona,En honor a Francisco Miranda político venezolano
Páez,Boyacá,Origen por nombre de una persona,En honor a José Antonio Páez militar venezolano
Páez,Cauca,Origen Indigena,Por el pueblo indígena paez
Anzoátegui,Tolima,Origen por nombre de una persona,En honor a José Antonio Anzoátegui héroe de Boyacá
Baraya,Huila,Origen por nombre de una persona,En honor a Antonio Baraya general independentista
Acevedo,Huila,Origen por nombre de una persona,Por José Acevedo y Gómez prócer de independencia
Liborina,Antioquia,Origen por nombre de una persona,Por Liborio Mejía Gutiérrez prócer antioqueño
Rovira,Tolima,Origen por nombre de una persona,Por Custodio García Rovira líder y general
Villavicencio,Meta,Origen por nombre de una persona,Por Antonio Villavicencio político y militar
Neira,Caldas,Origen por nombre de una persona,Por Juan José Neira prócer de independencia
Padilla,Cauca,Origen por nombre de una persona,Por José Prudencio Padilla almirante
Pereira,Risaralda,Origen por nombre de una persona,Por José Francisco Pereira militar y abogado
Armero,Tolima,Origen por nombre de una persona,Por José León Armero prócer de independencia
Fortul,Arauca,Origen por nombre de una persona,Por coronel Pedro Fortoul
Tello,Huila,Origen por nombre de una persona,Por José María Tello Salas coronel y héroe de Ayacucho
Policarpa,Nariño,Origen por nombre de una persona,Por Policarpa Salavarrieta heroína de independencia
Ábrego,Norte de Santander,Origen por nombre de una persona,Por Mercedes Abrego heroína de independencia
Madrid,Cundinamarca,Origen por nombre de una persona,Por Pedro Fernández Madrid
Carolina del Príncipe,Antioquia,Origen por nombre de una persona,Por el Príncipe de Asturias (Carlos IV)
Clemencia,Bolívar,Origen por nombre de una persona,Por María Clemencia Grau antigua propietaria
Margarita,Bolívar,Origen por nombre de una persona,Por Margarita Durán de Cogollo propietaria momposina
La Celia,Risaralda,Origen por nombre de una persona,Por comerciante llamada Celia
Leticia,Amazonas,Origen por nombre de una persona,Por Leticia Smith mujer de Iquitos Perú
Silvia,Cauca,Origen por nombre de una persona,Por una mujer de nombre Silvia (por iniciativa de un párroco)
Obando,Valle del Cauca,Origen por nombre de una persona,Por José María Obando presidente de la República
Mosquera,Cundinamarca,Origen por nombre de una persona,Por Tomás Cipriano de Mosquera presidente
Mosquera,Nariño,Origen por nombre de una persona,Por Tomás Cipriano de Mosquera presidente
López de Micay,Cauca,Origen por nombre de una persona,Por José Hilario López presidente y el río Micay
Albán,Cundinamarca,Origen por nombre de una persona,Por Carlos Albán general conservador
Uribia,La Guajira,Origen por nombre de una persona,Por Rafael Uribe Uribe general y político
Briceño,Antioquia,Origen por nombre de una persona,Por Manuel Briceño Fernández general conservador
Briceño,Boyacá,Origen por nombre de una persona,Por Manuel Briceño Fernández general conservador
Durania,Norte de Santander,Origen por nombre de una persona,Por Justo Leonidas Durán general liberal
Marulanda,Caldas,Origen por nombre de una persona,Por Cosme Marulanda general
Rosas,Cauca,Origen por nombre de una persona,Por Avelino Rosas general y político
Maceo,Antioquia,Origen por nombre de una persona,Por José Antonio Maceo militar cubano
Arbeláez,Cundinamarca,Origen por nombre de una persona,Por Vicente Arbeláez Gómez sacerdote
Gómez Plata,Antioquia,Origen por nombre de una persona,Por obispo Juan de la Cruz Gómez Plata
Morales,Cauca,Origen por nombre de una persona,Por sacerdote Luis Jerónimo Morales (fundador)
Morales,Bolívar,Origen por nombre de una persona,Por Pedro Vicente de Morales (fundador)
Funes,Nariño,Origen por nombre de una persona,Por sacerdote Lucas Funes (fundador)
Mallama,Nariño,Origen por nombre de una persona,Por sacerdote Felipe de Mallama
Elías,Huila,Origen por nombre de una persona,Por sacerdote Manuel Elías Carvajal
Leiva,Nariño,Origen por nombre de una persona,Por sacerdote Alejandro Cuevas Leiva
Bahía Solano,Chocó,Origen por nombre de una persona,Por José Celestino Mutis médico y botánico
Rivera,Huila,Origen por nombre de una persona,Por José Eustasio Rivera poeta y novelista
Falan,Tolima,Origen por nombre de una persona,Por Diego Fallon Carrión ingeniero y poeta
Bello,Antioquia,Origen por nombre de una persona,Por Andrés Bello humanista y poeta venezolano-chileno
Cisneros,Antioquia,Origen por nombre de una persona,Por Francisco Javier Cisneros ingeniero ferroviario
Aranzazu,Caldas,Origen por nombre de una persona,Por Juan de Dios Aranzazu gobernador
Arboleda,Nariño,Origen por nombre de una persona,Por Julio Arboleda Pombo general y político
Caicedo,Antioquia,Origen por nombre de una persona,Por José María Torres Caicedo intelectual y diplomático
Giraldo,Antioquia,Origen por nombre de una persona,Por Rafael María Giraldo gobernador
Casabianca,Tolima,Origen por nombre de una persona,Por general Manuel Casabianca
Murillo,Tolima,Origen por nombre de una persona,Por expresidente Manuel Murillo Toro
Ulloa,Valle del Cauca,Origen por nombre de una persona,Por Juan Eleuterio Ulloa militar liberal
Trujillo,Valle del Cauca,Origen por nombre de una persona,Por Julián Trujillo Largacha presidente del Cauca
Herrán,Norte de Santander,Origen por nombre de una persona,Por Pedro Alcántara Herrán presidente y general
Restrepo,Valle del Cauca,Origen por nombre de una persona,Por Carlos E. Restrepo presidente
Restrepo,Meta,Origen por nombre de una persona,Por Emiliano Restrepo Echavarría jurisconsulto
Suárez,Tolima,Origen por nombre de una persona,Por Marco Fidel Suárez presidente
Suárez,Cauca,Origen por nombre de una persona,Por Marco Fidel Suárez presidente
Ospina,Nariño,Origen por nombre de una persona,Por Mariano Ospina Rodríguez político
Olaya,Antioquia,Origen por nombre de una persona,Por Enrique Olaya Herrera presidente
Olaya Herrera,Nariño,Origen por nombre de una persona,Por Enrique Olaya Herrera presidente
Gamarra,Cesar,Origen por nombre de una persona,Por Martín Gamarra comerciante local
Caicedonia,Valle del Cauca,Origen por nombre de una persona,Por Lisandro Caicedo donante de tierras
Altamira,Huila,Origen por nombre de una persona,Por hermanos Altamira colonos
Florián,Santander,Origen por nombre de una persona,Por Ezequiel Florián propietario original
González,Cesar,Origen por nombre de una persona,Por familia González primeros pobladores
Gutiérrez,Cundinamarca,Origen por nombre de una persona,Por Ignacio Gutiérrez Vergara fundador
Landázuri,Santander,Origen por nombre de una persona,Por José María Landázuri colono y fundador
Solano,Caquetá,Origen por nombre de una persona,Por José Dolores Solano militar fundador
Silvania,Cundinamarca,Origen por nombre de una persona,Por Ismael Silva fundador
Uribe,Meta,Origen por nombre de una persona,Por Antonio Uribe socio de la Compañía Colombia
Fonseca,La Guajira,Origen por nombre de una persona,Por Agustín Fonseca propietario y fundador
Pinillos,Bolívar,Origen por nombre de una persona,Por Pedro Martínez de Pinillos benefactor
Samaniego,Nariño,Origen por nombre de una persona,Por Juan Sánchez Samaniego propietario
Magüí Payán,Nariño,Origen por nombre de una persona,Por Roberto Payán militar y político
Roberto Payán,Nariño,Origen por nombre de una persona,Por Roberto Payán militar y político
Juan de Acosta,Atlántico,Origen por nombre de una persona,Por Juan de Acosta y López propietario
Vergara,Cundinamarca,Origen por nombre de una persona,Por hacienda llamada Vergara posible propietario
ABRIAQUÍ,ANTIOQUIA,Origen Indigena,"Del embera ""abra-kí"": tierra entre montañas o ""madre del río"""
SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,Origen Religioso,Por la fe cristiana y advocación católica tradicional
ANZÁ,ANTIOQUIA,Origen Indigena,"Del embera ""anzá"" que significa ""amarillo"" o ""gran valle"""
CAROLINA,ANTIOQUIA,Origen por nombre de una persona,Por Príncipe de Asturias Carlos IV
DONMATÍAS,ANTIOQUIA,Origen por nombre de una persona,Por San Domingo de Guzmán
ENTRERRÍOS,ANTIOQUIA,Origen Natural,Por su ubicación entre ríos
FREDONIA,ANTIOQUIA,Origen Europeo,"Por la palabra francesa ""frédonie"" o en honor a libertad local"
GIRARDOTA,ANTIOQUIA,Origen por nombre de una persona,Por Gabriel Girardot
LA ESTRELLA,ANTIOQUIA,Origen Natural,Por ser nombrada en honor a la estrella
LA PINTADA,ANTIOQUIA,Origen Natural,Por pinturas rupestres indígenas o rocas pintadas
NARIÑO,ANTIOQUIA,Origen por nombre de una persona,Por Antonio Nariño
PEÑOL,ANTIOQUIA,Origen Natural,"Por formación rocosa llamada ""El Peñol"""
PUEBLORRICO,ANTIOQUIA,Origen Natural,Por la abundancia de pueblos y riquezas naturales
PUERTO BERRÍO,ANTIOQUIA,Origen por nombre de una persona,Por José María Berrío
PUERTO TRIUNFO,ANTIOQUIA,Origen Natural,Por la prosperidad del puerto fluvial
RETIRO,ANTIOQUIA,Origen Natural,Por ser un lugar de retiro espiritual o reposo
SABANALARGA,ANTIOQUIA,Origen Natural,Por la extensa sabana o llanura
SABANETA,ANTIOQUIA,Origen Natural,Por sabana pequeña
SALGAR,ANTIOQUIA,Origen Natural,Por cercano a minas de sal y origen de la palabra 'salga'
SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,Origen Religioso,En honor a San Andrés
EL SANTUARIO,ANTIOQUIA,Origen Religioso,Por un santuario religioso local
SONSÓN,ANTIOQUIA,Origen Natural,"Por la abundancia de árboles de ""sonso"""
TARSO,ANTIOQUIA,Origen Europeo,Por Tarso en Grecia
TURBO,ANTIOQUIA,Origen Natural,Por corrientes rápidas (turbulencia) en la zona
VIGÍA DEL FUERTE,ANTIOQUIA,Origen Natural,Por miradores o vigías en la región
YOLOMBÓ,ANTIOQUIA,Origen Indigena,Del indígena heritage con significado no especificado
BARRANQUILLA,ATLÁNTICO,Origen Natural,Por la formación de barrancas o acantilados
PUERTO COLOMBIA,ATLÁNTICO,Origen Natural,Por puerto marítimo
SOLEDAD,ATLÁNTICO,Origen Religioso,"Por hacienda denominada ""soledad"" y con evocación religiosa"
SUAN,ATLÁNTICO,Origen Indigena,Nombre de origen indígena sin significado concreto en el texto
